Период,Сотрудник,Вид учета времени,Дни,Организация
23.03.2022,AUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,ANSV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,KOSK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,ATUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,EVAB,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,KOAN,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,IGGO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,ANDA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,ALZI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,ALIG,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,VAIG,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,VAKO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,SELE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,LERA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,AXSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,GETR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,YUTK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,SISH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,VAKR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,ACHU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,MITA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,ALKE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,AKUR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,IVSI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,YEAV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,MABY,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,ALGA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,OLDO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,LEZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,ALKO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,DMPI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,SAST,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,ANFO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,ANSH,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,DESE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,MAER,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.03.2022,DMMO,Явка,1.00,"ОП ""Кольская"""
23.03.2022,NISO,Явка,1.00,"ОП ""Кольская"""
23.03.2022,MKRS,Явка,1.00,"ОП ""Кольская"""
24.03.2022,AKOR,Явка,1.00,"ОП ""Азов"""
24.03.2022,VAKZ,Явка,1.00,"ОП ""Азов"""
24.03.2022,OLTA,Явка,1.00,"ОП ""Азов"""
24.03.2022,SERS,Явка,1.00,"ОП ""Азов"""
24.03.2022,ALBO,Явка,1.00,"ОП ""Азов"""
24.03.2022,EGSO,Явка,1.00,"ОП ""Азов"""
24.03.2022,SEVE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,MAEV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,PAZH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,AIZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,RKAR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,SKOL,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,DKOR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,SEKU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,RUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,AUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,ANSV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,KOSK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,ATUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,EVAB,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,KOAN,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,IGGO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,ANDA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,ALZI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,ALIG,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,VAIG,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,VAKO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,SELE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,LERA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,AXSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,GETR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,YUTK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,SISH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,VAKR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,ACHU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,MITA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,ALKE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,AKUR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,IVSI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,YEAV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,MABY,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,ALGA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,OLDO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,LEZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,ALKO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,DMPI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,SAST,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,ANFO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,ANSH,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,DESE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,MAER,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.03.2022,DMMO,Явка,1.00,"ОП ""Кольская"""
24.03.2022,NISO,Явка,1.00,"ОП ""Кольская"""
24.03.2022,MKRS,Явка,1.00,"ОП ""Кольская"""
25.03.2022,AKOR,Явка,1.00,"ОП ""Азов"""
25.03.2022,VAKZ,Явка,1.00,"ОП ""Азов"""
25.03.2022,OLTA,Явка,1.00,"ОП ""Азов"""
25.03.2022,SERS,Явка,1.00,"ОП ""Азов"""
25.03.2022,ALBO,Явка,1.00,"ОП ""Азов"""
25.03.2022,EGSO,Явка,1.00,"ОП ""Азов"""
25.03.2022,SEVE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,MAEV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,PAZH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,AIZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,RKAR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,SKOL,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,DKOR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,SEKU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,RUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,AUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,ANSV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,KOSK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,ATUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,EVAB,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,KOAN,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,IGGO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,ANDA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,ALZI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,ALIG,Больничный,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,VAIG,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,VAKO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,SELE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,LERA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,AXSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,GETR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,YUTK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,SISH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,VAKR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,ACHU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,MITA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,ALKE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,AKUR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,IVSI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,YEAV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,MABY,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,ALGA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,OLDO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,LEZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,ALKO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,DMPI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,SAST,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,ANFO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,ANSH,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,DESE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,MAER,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.03.2022,DMMO,Явка,1.00,"ОП ""Кольская"""
25.03.2022,NISO,Явка,1.00,"ОП ""Кольская"""
25.03.2022,MKRS,Явка,1.00,"ОП ""Кольская"""
26.03.2022,AKOR,Явка,1.00,"ОП ""Азов"""
26.03.2022,VAKZ,Явка,1.00,"ОП ""Азов"""
26.03.2022,OLTA,Явка,1.00,"ОП ""Азов"""
26.03.2022,SERS,Явка,1.00,"ОП ""Азов"""
26.03.2022,ALBO,Явка,1.00,"ОП ""Азов"""
26.03.2022,EGSO,Явка,1.00,"ОП ""Азов"""
26.03.2022,SEVE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,MAEV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,PAZH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,AIZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,RKAR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,SKOL,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,DKOR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,SEKU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,RUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,AUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,ANSV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,KOSK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,ATUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,EVAB,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,KOAN,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,IGGO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,ANDA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,ALZI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,ALIG,Больничный,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,VAIG,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,VAKO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,SELE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,LERA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,AXSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,GETR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,YUTK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,SISH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,VAKR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,ACHU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,MITA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,ALKE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,AKUR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,IVSI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,YEAV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,MABY,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,ALGA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,OLDO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,LEZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,ALKO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,DMPI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,SAST,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,ANFO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,ANSH,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,DESE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,MAER,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.03.2022,DMMO,Явка,1.00,"ОП ""Кольская"""
26.03.2022,NISO,Явка,1.00,"ОП ""Кольская"""
26.03.2022,MKRS,Явка,1.00,"ОП ""Кольская"""
27.03.2022,AKOR,Выходные дни,1.00,"ОП ""Азов"""
27.03.2022,VAKZ,Выходные дни,1.00,"ОП ""Азов"""
27.03.2022,OLTA,Выходные дни,1.00,"ОП ""Азов"""
27.03.2022,SERS,Выходные дни,1.00,"ОП ""Азов"""
27.03.2022,ALBO,Выходные дни,1.00,"ОП ""Азов"""
27.03.2022,EGSO,Выходные дни,1.00,"ОП ""Азов"""
27.03.2022,SEVE,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,MAEV,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,PAZH,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,AIZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,RKAR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,SKOL,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,DKOR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,SEKU,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,RUPR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,AUPR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,ANSV,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,KOSK,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,ATUR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,EVAB,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,KOAN,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,IGGO,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,ANDA,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,ALZI,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,ALIG,Больничный,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,VAIG,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,VAKO,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,SELE,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,LERA,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,AXSI,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,GETR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,YUTK,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,SISH,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,VAKR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,ACHU,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,MITA,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,ALKE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,AKUR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,IVSI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,YEAV,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,MABY,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,ALGA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,OLDO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,LEZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,ALKO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,DMPI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,SAST,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,ANFO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,ANSH,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,DESE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,MAER,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.03.2022,DMMO,Выходные дни,1.00,"ОП ""Кольская"""
27.03.2022,NISO,Выходные дни,1.00,"ОП ""Кольская"""
27.03.2022,MKRS,Выходные дни,1.00,"ОП ""Кольская"""
28.03.2022,AKOR,Явка,1.00,"ОП ""Азов"""
28.03.2022,VAKZ,Явка,1.00,"ОП ""Азов"""
28.03.2022,OLTA,Явка,1.00,"ОП ""Азов"""
28.03.2022,SERS,Явка,1.00,"ОП ""Азов"""
28.03.2022,ALBO,Явка,1.00,"ОП ""Азов"""
28.03.2022,EGSO,Явка,1.00,"ОП ""Азов"""
28.03.2022,SEVE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,MAEV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,PAZH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,AIZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,RKAR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,SKOL,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,DKOR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,SEKU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,RUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,AUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,ANSV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,KOSK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,ATUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,EVAB,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,KOAN,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,IGGO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,ANDA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,ALZI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,ALIG,Больничный,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,VAIG,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,VAKO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,SELE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,LERA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,AXSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,GETR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,YUTK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,SISH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,VAKR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,ACHU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,MITA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,ALKE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,AKUR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,IVSI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,YEAV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,MABY,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,ALGA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,OLDO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,LEZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,ALKO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,DMPI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,SAST,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,ANFO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,ANSH,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,DESE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,MAER,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.03.2022,DMMO,Явка,1.00,"ОП ""Кольская"""
28.03.2022,NISO,Явка,1.00,"ОП ""Кольская"""
28.03.2022,MKRS,Явка,1.00,"ОП ""Кольская"""
29.03.2022,AKOR,Явка,1.00,"ОП ""Азов"""
